iter	Passed	Remaining
470	409	3940
471	410	3934
472	410	3927
473	410	3920
474	411	3919
475	411	3912
476	412	3911
477	412	3905
478	413	3899
479	413	3898
480	414	3892
481	414	3886
482	414	3880
483	415	3874
484	415	3867
485	415	3862
486	416	3862
487	417	3856
488	417	3855
489	418	3848
490	418	3843
491	419	3841
492	419	3837
493	420	3835
494	421	3834
495	422	3833
496	422	3827
497	422	3822
498	423	3816
499	423	3815
500	424	3811
501	425	3809
502	425	3808
503	426	3806
504	426	3799
505	427	3797
506	428	3793
507	428	3789
508	429	3788
509	429	3782
510	429	3776
511	430	3772
512	431	3770
513	432	3770
514	432	3769
515	433	3767
516	434	3765
517	435	3764
518	435	3759
519	435	3752
520	436	3751
521	436	3744
522	436	3739
523	437	3738
524	438	3736
525	439	3735
526	439	3734
527	440	3727
528	440	3721
529	440	3715
530	441	3714
531	441	3708
532	441	3703
533	441	3696
534	442	3691
535	442	3685
536	443	3684
537	444	3683
538	445	3683
539	445	3677
540	445	3671
541	445	3664
542	446	3663
543	446	3657
544	446	3651
545	446	3645
546	447	3639
547	447	3633
548	448	3632
549	448	3631
550	449	3626
551	449	3625
552	450	3621
553	451	3620
554	452	3621
555	453	3621
556	453	3620
557	454	3620
558	455	3616
559	456	3616
560	456	3615
561	457	3609
562	457	3604
563	458	3604
564	458	3599
565	458	3594
566	459	3591
567	460	3590
568	460	3589
569	461	3588
570	461	3581
571	462	3580
572	462	3577
573	463	3576
574	464	3573
575	464	3567
576	465	3564
577	465	3564
578	466	3564
579	467	3563
580	467	3558
581	468	3558
582	469	3558
583	470	3557
584	470	3551
585	471	3548
586	471	3545
587	472	3541
588	472	3540
589	473	3537
590	474	3536
591	474	3536
592	475	3536
593	476	3535
594	476	3530
595	477	3529
596	477	3525
597	478	3523
598	479	3523
599	480	3522
600	481	3521
601	481	3520
602	482	3516
603	483	3515
604	483	3514
605	484	3513
606	485	3511
607	486	3510
608	486	3510
609	487	3510
610	488	3509
611	488	3505
612	489	3501
613	489	3497
614	490	3497
615	491	3496
616	491	3492
617	492	3491
618	492	3486
619	493	3485
620	493	3481
621	494	3479
622	494	3474
623	494	3469
624	495	3467
625	495	3463
626	496	3460
627	496	3459
628	497	3459
629	498	3458
630	499	3458
631	500	3457
632	500	3456
633	501	3455
634	502	3451
635	503	3451
636	503	3448
637	503	3444
638	504	3444
639	505	3444
640	505	3440
641	506	3439
642	507	3439
643	508	3438
644	509	3437
645	509	3436
646	510	3431
647	510	3427
648	510	3421
649	511	3421
650	512	3420
651	512	3416
652	512	3413
653	513	3412
654	514	3410
655	514	3404
656	514	3399
657	515	3399
658	516	3399
659	516	3396
660	516	3392
661	517	3392
662	517	3387
663	518	3386
664	519	3385
665	520	3384
666	520	3383
667	521	3382
668	521	3379
669	522	3374
670	522	3370
671	523	3369
672	524	3370
673	524	3366
674	525	3366
675	525	3363
676	526	3361
677	526	3356
678	527	3356
679	528	3355
680	528	3352
681	528	3347
682	528	3343
683	529	3338
684	529	3336
685	530	3335
686	531	3335
687	532	3335
688	532	3330
689	532	3327
690	533	3327
691	533	3321
692	534	3319
693	534	3315
694	535	3314
695	535	3311
696	536	3310
697	536	3307
698	536	3303
699	537	3302
700	538	3301
701	539	3300
702	539	3300
703	540	3300
704	541	3297
705	542	3297
706	542	3292
707	542	3291
708	543	3290
709	544	3290
710	544	3286
711	545	3285
712	546	3285
713	547	3285
714	547	3281
715	548	3281
716	549	3280
717	550	3280
718	550	3280
719	551	3276
720	551	3275
721	552	3275
722	553	3275
723	554	3274
724	554	3269
725	555	3268
726	556	3268
727	556	3267
728	556	3263
729	557	3262
730	558	3262
731	558	3257
732	559	3257
733	560	3256
734	561	3256
735	561	3252
736	562	3252
737	563	3251
738	563	3250
739	564	3249
740	564	3245
741	565	3245
742	565	3242
743	566	3241
744	567	3240
745	568	3239
746	568	3239
747	569	3235
748	569	3235
749	570	3234
750	571	3231
751	571	3230
752	572	3228
753	573	3228
754	573	3227
755	574	3224
756	574	3220
757	574	3216
758	575	3215
759	575	3211
760	576	3211
761	577	3210
762	578	3210
763	578	3209
764	579	3206
765	579	3202
766	580	3202
767	581	3201
768	581	3197
769	581	3196
770	582	3192
771	582	3191
772	583	3190
773	583	3186
774	584	3186
775	585	3185
776	585	3182
777	586	3181
778	586	3179
779	587	3179
780	588	3178
781	589	3178
782	590	3177
783	590	3177
784	591	3176
785	591	3172
786	592	3172
787	592	3169
788	593	3165
789	593	3165
790	594	3163
791	595	3162
792	596	3162
793	596	3161
794	597	3160
795	598	3160
796	599	3159
797	599	3158
798	600	3155
799	600	3155
800	601	3154
801	602	3154
802	603	3153
803	604	3153
804	604	3150
805	605	3148
806	605	3147
807	606	3147
808	607	3146
809	608	3145
810	608	3144
811	609	3142
812	610	3142
813	610	3139
814	611	3138
815	612	3138
816	612	3137
817	612	3133
818	613	3133
819	613	3129
820	614	3129
821	615	3129
822	616	3128
823	617	3128
824	617	3126
825	618	3123
826	618	3122
827	619	3121
828	620	3121
829	621	3121
830	621	3117
831	622	3117
832	623	3116
833	623	3113
834	623	3110
835	624	3110
836	624	3107
837	625	3106
838	625	3104
839	626	3103
840	627	3103
841	628	3103
842	629	3102
843	629	3101
844	630	3101
845	631	3101
846	631	3098
847	632	3097
848	633	3095
849	633	3094
850	634	3093
851	635	3093
852	636	3092
853	636	3092
854	637	3091
855	638	3088
856	638	3085
857	639	3084
858	639	3084
859	640	3082
860	640	3079
861	641	3079
862	642	3078
863	642	3075
864	643	3075
865	643	3072
866	644	3072
867	645	3071
868	645	3070
869	646	3070
870	647	3069
871	647	3066
872	648	3066
873	649	3065
874	649	3062
875	649	3059
876	650	3059
877	651	3058
878	652	3058
879	653	3058
880	654	3058
881	654	3057
882	654	3053
883	655	3053
884	656	3050
885	656	3049
886	657	3048
887	657	3045
888	657	3042
889	658	3040
890	659	3039
891	659	3038
892	660	3038
893	660	3034
894	661	3033
895	661	3030
896	662	3029
897	663	3029
898	663	3028
899	664	3028
900	665	3027
901	666	3027
902	667	3026
903	667	3026
904	668	3024
905	669	3023
906	669	3023
907	670	3022
908	671	3021
909	672	3020
910	672	3018
911	673	3018
912	673	3015
913	674	3014
914	675	3013
915	675	3013
916	676	3012
917	677	3012
918	678	3012
919	679	3011
920	679	3008
921	679	3004
922	679	3001
923	680	2999
924	680	2997
925	681	2997
926	681	2995
927	682	2994
928	683	2994
929	683	2992
930	684	2992
931	684	2989
932	685	2988
933	686	2988
934	687	2987
935	687	2987
936	688	2986
937	689	2984
938	689	2983
939	690	2983
940	691	2981
941	692	2981
942	692	2980
943	693	2980
944	693	2977
945	694	2976
946	695	2976
947	696	2975
948	696	2974
949	697	2973
950	698	2972
951	698	2971
952	699	2970
953	700	2970
954	700	2967
955	700	2964
956	701	2963
957	702	2963
958	703	2962
959	703	2960
960	704	2960
961	705	2960
962	705	2959
963	706	2956
964	706	2956
965	707	2954
966	707	2951
967	708	2950
968	708	2948
969	709	2945
970	709	2942
971	709	2942
972	710	2938
973	710	2938
974	711	2937
975	712	2937
976	713	2937
977	714	2936
978	714	2933
979	714	2932
980	715	2932
981	716	2931
982	716	2928
983	717	2927
984	717	2923
985	718	2923
986	718	2922
987	719	2922
988	720	2921
989	721	2921
990	722	2920
991	722	2919
992	723	2919
993	724	2918
994	725	2918
995	725	2915
996	725	2913
997	726	2913
998	727	2912
999	727	2911
1000	728	2911
1001	729	2910
1002	730	2910
1003	730	2907
1004	731	2907
1005	731	2905
1006	732	2905
1007	732	2902
1008	733	2902
1009	734	2902
1010	735	2901
1011	736	2901
1012	737	2900
1013	737	2900
1014	738	2900
1015	739	2899
1016	740	2899
1017	741	2898
1018	741	2898
1019	742	2898
1020	743	2897
1021	744	2897
1022	744	2896
1023	745	2895
1024	746	2895
1025	747	2895
1026	748	2894
1027	749	2894
1028	749	2893
1029	750	2892
1030	751	2892
1031	751	2891
1032	752	2890
1033	753	2889
1034	754	2889
1035	754	2887
1036	755	2887
1037	756	2887
1038	757	2886
1039	758	2886
1040	758	2885
1041	759	2885
1042	760	2884
1043	760	2882
1044	761	2880
1045	761	2879
1046	762	2877
1047	762	2876
1048	763	2876
1049	764	2876
1050	765	2875
1051	765	2872
1052	766	2872
1053	767	2871
1054	767	2871
1055	768	2868
1056	768	2867
1057	769	2866
1058	770	2865
1059	770	2864
1060	771	2864
1061	772	2863
1062	773	2863
1063	773	2862
1064	774	2861
1065	775	2861
1066	776	2860
1067	776	2859
1068	777	2859
1069	777	2857
1070	778	2856
1071	779	2855
1072	779	2854
1073	780	2853
1074	781	2852
1075	781	2849
1076	782	2848
1077	782	2845
1078	782	2845
1079	783	2844
1080	784	2844
1081	785	2844
1082	786	2843
1083	787	2843
1084	787	2842
1085	788	2842
1086	789	2841
1087	790	2840
1088	790	2840
1089	791	2839
1090	791	2837
1091	792	2836
1092	793	2836
1093	793	2833
1094	794	2833
1095	794	2830
1096	795	2829
1097	796	2829
1098	796	2828
1099	797	2828
1100	798	2827
1101	799	2827
1102	800	2826
1103	800	2826
1104	801	2826
1105	802	2825
1106	803	2824
1107	803	2824
1108	804	2822
1109	805	2822
1110	806	2821
1111	806	2821
1112	807	2819
1113	808	2819
1114	808	2818
1115	809	2815
1116	809	2815
1117	810	2814
1118	811	2814
1119	811	2812
1120	812	2811
1121	813	2811
1122	814	2810
1123	814	2809
1124	815	2809
1125	816	2808
1126	817	2808
1127	818	2808
1128	818	2807
1129	819	2806
1130	820	2806
1131	821	2806
1132	822	2805
1133	822	2805
1134	823	2804
1135	824	2803
1136	825	2803
1137	825	2802
1138	826	2800
1139	826	2800
1140	827	2799
1141	828	2798
1142	829	2798
1143	830	2797
1144	830	2797
1145	831	2796
1146	832	2796
1147	832	2794
1148	833	2793
1149	834	2793
1150	835	2792
1151	835	2791
1152	836	2791
1153	836	2789
1154	837	2787
1155	837	2786
1156	838	2785
1157	839	2785
1158	840	2784
1159	841	2784
1160	841	2783
1161	842	2781
1162	843	2781
1163	843	2780
1164	844	2779
1165	845	2778
1166	845	2778
1167	846	2776
1168	847	2775
1169	847	2775
1170	848	2774
1171	849	2774
1172	850	2773
1173	851	2773
1174	851	2772
1175	852	2772
1176	853	2771
1177	854	2771
1178	854	2770
1179	855	2769
1180	856	2769
1181	857	2768
1182	858	2768
1183	858	2768
1184	859	2767
1185	860	2767
1186	861	2766
1187	862	2766
1188	862	2765
1189	863	2765
1190	864	2764
1191	865	2764
1192	866	2763
1193	866	2763
1194	867	2762
1195	868	2762
1196	869	2761
1197	869	2760
1198	870	2759
1199	871	2759
1200	872	2758
1201	872	2757
1202	873	2757
1203	874	2757
1204	875	2756
1205	875	2755
1206	876	2754
1207	877	2753
1208	878	2753
1209	878	2753
1210	879	2752
1211	880	2752
1212	881	2751
1213	881	2750
1214	882	2750
1215	883	2749
1216	884	2749
1217	885	2748
1218	885	2747
1219	886	2746
1220	887	2745
1221	887	2745
1222	888	2745
1223	889	2744
1224	890	2743
1225	891	2743
1226	891	2740
1227	892	2740
1228	893	2740
1229	893	2739
1230	894	2738
1231	895	2738
1232	896	2737
1233	896	2736
1234	897	2735
1235	898	2735
1236	899	2734
1237	899	2734
1238	900	2733
1239	901	2733
1240	902	2732
1241	902	2731
1242	903	2731
1243	904	2730
1244	905	2729
1245	905	2729
1246	906	2728
1247	907	2727
1248	908	2727
1249	909	2727
1250	909	2726
1251	910	2725
1252	911	2725
1253	912	2724
1254	912	2724
1255	913	2723
1256	914	2723
1257	915	2722
1258	916	2722
1259	916	2720
1260	917	2720
1261	918	2719
1262	918	2719
1263	919	2718
1264	920	2717
1265	921	2717
1266	922	2716
1267	922	2716
1268	923	2715
1269	924	2715
1270	925	2714
1271	926	2714
1272	926	2713
1273	927	2712
1274	928	2712
1275	929	2711
1276	929	2711
1277	930	2710
1278	931	2710
1279	932	2709
1280	933	2709
1281	933	2708
1282	934	2707
1283	935	2707
1284	936	2707
1285	937	2706
1286	938	2706
1287	938	2705
1288	939	2704
1289	940	2704
1290	941	2703
1291	942	2703
1292	942	2702
1293	943	2702
1294	944	2701
1295	944	2700
1296	945	2700
1297	946	2699
1298	947	2699
1299	947	2697
1300	948	2696
1301	949	2696
1302	950	2695
1303	950	2694
1304	951	2694
1305	952	2693
1306	953	2693
1307	954	2692
1308	954	2692
1309	955	2691
1310	956	2691
1311	957	2690
1312	958	2690
1313	958	2689
1314	959	2689
1315	960	2688
1316	961	2688
1317	962	2687
1318	962	2687
1319	963	2686
1320	964	2686
1321	965	2685
1322	965	2684
1323	966	2684
1324	967	2683
1325	968	2683
1326	969	2682
1327	969	2681
1328	970	2681
1329	971	2680
1330	972	2680
1331	973	2679
1332	973	2678
1333	974	2678
1334	975	2677
1335	976	2676
1336	976	2676
1337	977	2675
1338	978	2675
1339	979	2674
1340	979	2673
1341	980	2672
1342	981	2671
1343	981	2671
1344	982	2670
1345	983	2669
1346	984	2669
1347	985	2668
1348	985	2667
1349	986	2667
1350	987	2666
1351	988	2665
1352	988	2665
1353	989	2664
1354	990	2664
1355	991	2663
1356	991	2662
1357	992	2662
1358	993	2660
1359	993	2660
1360	994	2659
1361	995	2658
1362	996	2658
1363	997	2657
1364	997	2657
1365	998	2656
1366	999	2656
1367	1000	2655
1368	1001	2655
1369	1001	2654
1370	1002	2653
1371	1003	2653
1372	1004	2652
1373	1005	2652
1374	1005	2651
1375	1006	2651
1376	1007	2650
1377	1008	2650
1378	1009	2649
1379	1009	2648
1380	1010	2647
1381	1011	2646
1382	1011	2646
1383	1012	2645
1384	1013	2644
1385	1014	2644
1386	1014	2643
1387	1015	2642
1388	1016	2642
1389	1017	2642
1390	1018	2641
1391	1018	2640
1392	1019	2639
1393	1020	2638
1394	1020	2638
1395	1021	2637
1396	1022	2636
1397	1022	2635
1398	1023	2634
1399	1024	2634
1400	1025	2633
1401	1025	2632
1402	1026	2632
1403	1027	2631
1404	1028	2631
1405	1029	2630
1406	1029	2630
1407	1030	2629
1408	1031	2629
1409	1032	2628
1410	1033	2628
1411	1034	2627
1412	1034	2627
1413	1035	2626
1414	1036	2625
1415	1037	2625
1416	1037	2624
1417	1038	2623
1418	1039	2623
1419	1040	2623
1420	1041	2622
1421	1042	2621
1422	1042	2621
1423	1043	2620
1424	1044	2620
1425	1045	2619
1426	1046	2619
1427	1046	2618
1428	1047	2617
1429	1048	2617
1430	1049	2616
1431	1049	2615
1432	1050	2615
1433	1051	2614
1434	1052	2614
1435	1053	2613
1436	1053	2612
1437	1054	2612
1438	1055	2611
1439	1056	2611
1440	1057	2610
1441	1057	2609
1442	1058	2609
1443	1059	2608
1444	1060	2608
1445	1061	2607
1446	1061	2606
1447	1062	2606
1448	1063	2605
1449	1064	2605
1450	1064	2604
1451	1065	2604
1452	1066	2603
1453	1067	2602
1454	1068	2602
1455	1068	2601
1456	1069	2601
1457	1070	2600
1458	1071	2600
1459	1072	2599
1460	1073	2599
1461	1073	2598
1462	1074	2598
1463	1075	2597
1464	1076	2596
1465	1076	2596
1466	1077	2595
1467	1078	2595
1468	1079	2594
1469	1080	2593
1470	1081	2593
1471	1081	2592
1472	1082	2592
1473	1083	2591
1474	1084	2591
1475	1084	2590
1476	1085	2589
1477	1086	2589
1478	1087	2588
1479	1088	2588
1480	1088	2587
1481	1089	2586
1482	1090	2586
1483	1091	2585
1484	1092	2585
1485	1092	2584
1486	1093	2583
1487	1094	2583
1488	1095	2582
1489	1095	2581
1490	1096	2581
1491	1097	2580
1492	1098	2580
1493	1099	2579
1494	1099	2578
1495	1100	2578
1496	1101	2577
1497	1102	2577
1498	1103	2576
1499	1103	2575
1500	1104	2574
1501	1105	2574
1502	1106	2573
1503	1107	2573
1504	1107	2572
1505	1108	2572
1506	1109	2571
1507	1110	2570
1508	1110	2569
1509	1111	2569
1510	1112	2568
1511	1113	2568
1512	1113	2567
1513	1114	2566
1514	1115	2566
1515	1116	2565
1516	1117	2564
1517	1117	2563
1518	1118	2563
1519	1119	2562
1520	1119	2561
1521	1120	2561
1522	1121	2560
1523	1122	2559
1524	1123	2559
1525	1123	2558
1526	1124	2557
1527	1125	2556
1528	1126	2556
1529	1126	2555
1530	1127	2554
1531	1128	2554
1532	1128	2553
1533	1129	2552
1534	1130	2551
1535	1131	2551
1536	1131	2550
1537	1132	2549
1538	1133	2549
1539	1134	2548
1540	1134	2547
1541	1135	2546
1542	1136	2546
1543	1137	2545
1544	1138	2545
1545	1139	2544
1546	1139	2544
1547	1140	2543
1548	1141	2542
1549	1142	2542
1550	1143	2541
1551	1143	2541
1552	1144	2540
1553	1145	2540
1554	1146	2540
1555	1147	2539
1556	1147	2538
1557	1148	2538
1558	1149	2537
1559	1150	2537
1560	1151	2536
1561	1152	2536
1562	1153	2535
1563	1153	2535
1564	1154	2534
1565	1155	2534
1566	1156	2533
