iter	RMSE
0	0.02887622547
1	0.02879691069
2	0.02869309381
3	0.02859398902
4	0.02851909626
5	0.0284422304
6	0.02836687976
7	0.0282853647
8	0.02818304413
9	0.02811840834
10	0.0280464752
11	0.02795567866
12	0.02787155254
13	0.02780244118
14	0.02770247146
15	0.02762083018
16	0.02754721417
17	0.02746150025
18	0.02739398939
19	0.02730263359
20	0.02722601302
21	0.0271636207
22	0.02710620881
23	0.02703521554
24	0.02696594403
25	0.02688636797
26	0.02681586071
27	0.0267262453
28	0.02665079179
29	0.02658962681
30	0.02652653988
31	0.02645345568
32	0.02637270267
33	0.02631001308
34	0.02623738856
35	0.02615398881
36	0.02607457177
37	0.02600490909
38	0.02593854712
39	0.02583908515
40	0.0257693397
41	0.02567993975
42	0.02561121764
43	0.02554445411
44	0.02547358009
45	0.02539869148
46	0.02531838376
47	0.02523960515
48	0.0251698134
49	0.02510281958
50	0.02503539461
51	0.02496068973
52	0.02487700329
53	0.02479510559
54	0.02471928215
55	0.0246441066
56	0.02457745646
57	0.0245177475
58	0.02442540782
59	0.02436350311
60	0.02429181934
61	0.02420727892
62	0.02413561037
63	0.02408233608
64	0.02402361569
65	0.02396451302
66	0.02388673367
67	0.0238198845
68	0.02374240668
69	0.02366622119
70	0.02361880679
71	0.02355210458
72	0.02348427654
73	0.02340896799
74	0.02335022493
75	0.02330331509
76	0.02322323145
77	0.023160483
78	0.02311295885
79	0.02303821122
80	0.02296450329
81	0.02290684171
82	0.0228409391
83	0.02278164252
84	0.02271352556
85	0.02265146538
86	0.02258703465
87	0.02251650133
88	0.02244223365
89	0.02237783809
90	0.0223075092
91	0.02224831514
92	0.02218070297
93	0.02211577128
94	0.02205207536
95	0.02197574949
96	0.02192026099
97	0.02185805101
98	0.0217907333
99	0.02171629888
100	0.02165811633
101	0.02158576058
102	0.02152877236
103	0.02146773818
104	0.02139657518
105	0.0213370061
106	0.02127432227
107	0.02121922228
108	0.0211581459
109	0.0210771273
110	0.02102624067
111	0.02095832082
112	0.02088339829
113	0.02081294595
114	0.02075032613
115	0.02068774626
116	0.02063120956
117	0.02057707662
118	0.02052582488
119	0.02045612126
120	0.02040426273
121	0.02034428686
122	0.02028155233
123	0.02021976408
124	0.02015096474
125	0.02010517832
126	0.020060552
127	0.02000192721
128	0.01994766917
129	0.01988627639
130	0.01982513589
131	0.0197738348
132	0.0197126625
133	0.01965465296
134	0.01957772504
135	0.01952117031
136	0.01947056971
137	0.01941966238
138	0.0193672289
139	0.01930335339
140	0.01924610524
141	0.01919582598
142	0.01913378513
143	0.01906967552
144	0.01900202051
145	0.01894989343
146	0.01887962881
147	0.01881821642
148	0.01876600845
149	0.01871857604
150	0.01864707731
151	0.01860500772
152	0.01853182438
153	0.01848607604
154	0.01842815303
155	0.01838080687
156	0.01832169971
157	0.01827049471
158	0.0182184109
